,Date,rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,paid,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings
345,01/28/2020,28,Call of Duty®: Mobile - Garena,2695923,10000000.0,4.0,3.2,5.5,0.0,GAME ACTION,0,1922909.0,223625.0,133776.0,79762.0,335849.0
346,01/28/2020,28,Car Parking Multiplayer,961095,50000000.0,4.0,6.2,14.1,0.0,GAME SIMULATION,0,722284.0,86105.0,41201.0,23345.0,88157.0
347,01/28/2020,28,CarX Drift Racing,1100694,10000000.0,4.0,0.2,0.5,0.0,GAME RACING,0,852081.0,98112.0,45985.0,22363.0,82151.0
348,01/28/2020,28,Cashman Casino: Casino Slots Machines! 2M Free!,392274,10000000.0,4.0,1.1,2.2,0.0,GAME CASINO,0,289544.0,46703.0,20683.0,9892.0,25450.0
349,01/28/2020,28,Coloring & Learn,138294,50000000.0,4.0,4.6,11.1,0.0,GAME EDUCATIONAL,0,95108.0,13510.0,8076.0,5246.0,16351.0
350,01/28/2020,28,Dominos Online Jogatina: Dominoes Game Free,353244,10000000.0,4.0,0.8,1.6,0.0,GAME BOARD,0,232140.0,57146.0,27330.0,9795.0,26830.0
351,01/28/2020,28,Family Farm Seaside,1627243,50000000.0,4.0,0.3,0.8,0.0,GAME CASUAL,0,1204255.0,135347.0,78073.0,44346.0,165218.0
352,01/28/2020,28,House Designer : Fix & Flip,549049,50000000.0,4.0,2.3,5.1,0.0,GAME ADVENTURE,0,361061.0,64373.0,35178.0,20635.0,67799.0
353,01/28/2020,28,Jigsaw Puzzles - Puzzle Games,1039836,10000000.0,4.0,2.3,4.9,0.0,GAME PUZZLE,0,736089.0,201323.0,65426.0,13651.0,23345.0
354,01/28/2020,28,Join Clash 3D,1493740,100000000.0,4.0,4.5,14.0,0.0,GAME ARCADE,0,934431.0,158781.0,126162.0,67909.0,206456.0
355,01/28/2020,28,Logo Game: Guess Brand Quiz,166022,10000000.0,4.0,0.2,0.4,0.0,GAME TRIVIA,0,98721.0,21044.0,15401.0,8503.0,22350.0
356,01/28/2020,28,Love Live! School idol festival- Music Rhythm Game,167310,5000000.0,4.0,0.2,498.5,0.0,GAME MUSIC,0,121186.0,14735.0,8311.0,5234.0,17841.0
357,01/28/2020,28,Mafia City,990104,50000000.0,4.0,2.2,4.3,0.0,GAME STRATEGY,0,678367.0,108437.0,40951.0,23586.0,138761.0
358,01/28/2020,28,Order & Chaos Duels,311834,1000000.0,4.0,0.0,0.0,0.0,GAME CARD,0,204963.0,59535.0,18594.0,7042.0,21697.0
359,01/28/2020,28,Super Stylist - Makeover & Style Fashion Guru,667980,50000000.0,4.0,4.1,8.2,0.0,GAME ROLE PLAYING,0,460506.0,85901.0,42462.0,21843.0,57264.0
360,01/28/2020,28,Word Connect - Word Games Puzzle,427255,10000000.0,4.0,0.8,1.8,0.0,GAME WORD,0,339689.0,43523.0,20765.0,6855.0,16421.0
361,01/29/2020,29,A4 Wheel of fortune,163509,5000000.0,4.0,1.1,2.5,0.0,GAME TRIVIA,0,127718.0,9963.0,4952.0,2919.0,17955.0
362,01/29/2020,29,"Asphalt 8 Racing Game - Drive, Drift at Real Speed",924106,100000000.0,4.0,0.0,0.1,0.0,GAME RACING,0,730045.0,75692.0,31616.0,15958.0,70792.0
363,01/29/2020,29,Backgammon Free,351361,10000000.0,4.0,0.2,0.5,0.0,GAME BOARD,0,232675.0,65416.0,21279.0,8961.0,23027.0
364,01/29/2020,29,Beggar Life - Clicker adventure,545166,5000000.0,4.0,0.1,0.0,0.0,GAME ADVENTURE,0,367186.0,59836.0,37681.0,19145.0,61316.0
365,01/29/2020,29,Bubble Shooter,1503412,100000000.0,4.0,3.1,6.7,0.0,GAME CASUAL,0,1033894.0,163259.0,108056.0,54617.0,143583.0
366,01/29/2020,29,CATS: Crash Arena Turbo Stars,2670589,50000000.0,4.0,1082.3,1.0,0.0,GAME ACTION,0,1944649.0,272948.0,134237.0,69845.0,248907.0
367,01/29/2020,29,Forge of Empires: Build your City,981368,10000000.0,4.0,0.7,1.4,0.0,GAME STRATEGY,0,661812.0,170284.0,55103.0,24310.0,69855.0
368,01/29/2020,29,Happy Mall Story: Sim Game,955109,10000000.0,4.0,0.4,0.8,0.0,GAME SIMULATION,0,734006.0,130386.0,50647.0,13323.0,26745.0
369,01/29/2020,29,Indy Cat for VK,998983,5000000.0,4.0,0.0,0.0,0.0,GAME PUZZLE,0,931620.0,35619.0,10710.0,5345.0,15686.0
370,01/29/2020,29,Meow Meow Star Acres,135433,1000000.0,4.0,0.1,0.2,0.0,GAME EDUCATIONAL,0,103645.0,13910.0,7204.0,2797.0,7874.0
371,01/29/2020,29,Piano Games - Free Music Piano Challenge 2020,166382,10000000.0,3.0,0.1,0.3,0.0,GAME MUSIC,0,90107.0,17468.0,12983.0,9208.0,36614.0
372,01/29/2020,29,Pictoword: Fun Word Games & Offline Brain Game,414385,10000000.0,4.0,0.2,0.4,0.0,GAME WORD,0,263839.0,60130.0,32687.0,15192.0,42536.0
373,01/29/2020,29,School of Dragons,666442,10000000.0,4.0,0.4,1.0,0.0,GAME ROLE PLAYING,0,444291.0,75196.0,44462.0,23315.0,79175.0
374,01/29/2020,29,Slots: Heart of Vegas™ – Free Casino Slots Games,377401,10000000.0,4.0,0.3,0.6,0.0,GAME CASINO,0,258486.0,45068.0,23157.0,11678.0,39010.0
375,01/29/2020,29,Spades Plus - Card Game,305751,10000000.0,4.0,0.4,0.9,0.0,GAME CARD,0,239774.0,24103.0,11159.0,6631.0,24083.0
376,01/29/2020,29,Tank Stars,1471629,100000000.0,4.0,1.5,3.4,0.0,GAME ARCADE,0,975205.0,141609.0,89864.0,56824.0,208125.0
377,01/29/2020,29,Tennis Clash: 1v1 Free Online Sports Game,1090511,10000000.0,4.0,3.1,5.6,0.0,GAME SPORTS,0,735323.0,149631.0,71632.0,31036.0,102887.0
378,01/03/2020,3,101 Yüzbir Okey Plus,2430531,10000000.0,4.0,0.2,0.5,0.0,GAME BOARD,0,1763377.0,127289.0,78458.0,41427.0,419978.0
379,01/03/2020,3,"94% - Quiz, Trivia & Logic",2614691,10000000.0,4.0,0.0,0.1,0.0,GAME TRIVIA,0,1793644.0,502914.0,188160.0,46183.0,83787.0
380,01/03/2020,3,Avakin Life - 3D Virtual World,3105550,50000000.0,4.0,1.0,2.2,0.0,GAME ROLE PLAYING,0,2198832.0,316726.0,170928.0,91523.0,327539.0
381,01/03/2020,3,Cooking Mama: Let's cook!,758930,50000000.0,4.0,0.6,1.3,0.0,GAME EDUCATIONAL,0,569677.0,64417.0,38966.0,21992.0,63877.0
382,01/03/2020,3,Criminal Case,4273420,100000000.0,4.0,0.1,0.2,0.0,GAME ADVENTURE,0,3264905.0,445397.0,217853.0,93681.0,251581.0
383,01/03/2020,3,Episode - Choose Your Story,3622549,100000000.0,4.0,1.1,2.3,0.0,GAME SIMULATION,0,2310125.0,623432.0,309451.0,110606.0,268932.0
385,01/03/2020,3,Geometry Dash Lite,6960814,100000000.0,4.0,421.7,0.9,0.0,GAME ARCADE,0,4787054.0,831967.0,432708.0,188672.0,720411.0
386,01/03/2020,3,Lords Mobile: Tower Defense,6548519,100000000.0,4.0,2.0,4.2,0.0,GAME STRATEGY,0,4667558.0,783541.0,364754.0,141812.0,590852.0
387,01/03/2020,3,Mobile Legends: Bang Bang,26663595,100000000.0,4.0,1.5,3.2,0.0,GAME ACTION,0,18777988.0,1812094.0,1050600.0,713912.0,4308998.0
388,01/03/2020,3,My Singing Monsters,1363013,10000000.0,4.0,0.3,0.7,0.0,GAME MUSIC,0,1099001.0,128954.0,50656.0,22006.0,62394.0
389,01/03/2020,3,My Talking Angela,13050503,500000000.0,4.0,0.6,1.4,0.0,GAME CASUAL,0,9165205.0,1073761.0,636763.0,399662.0,1775110.0
390,01/03/2020,3,Score! Hero,6856324,100000000.0,4.0,0.5,1.1,0.0,GAME SPORTS,0,4551071.0,837222.0,464347.0,222878.0,780804.0
391,01/03/2020,3,Solitaire,1590733,100000000.0,4.0,0.4,0.9,0.0,GAME CARD,0,566647.75,128512.5,39936.0,13320.25,39624.75
392,01/03/2020,3,Teen Patti Gold – Indian Family Card Game,1529589,50000000.0,4.0,1.0,1.9,0.0,GAME CASINO,0,1210258.0,112027.0,46530.0,24581.0,136190.0
393,01/03/2020,3,Toon Blast,3222428,50000000.0,4.0,1.0,2.0,0.0,GAME PUZZLE,0,2556112.0,384991.0,149188.0,39049.0,93086.0
394,01/03/2020,3,Traffic Racer,6062833,100000000.0,4.0,0.3,0.5,0.0,GAME RACING,0,4580870.0,581388.0,308448.0,145729.0,446396.0
395,01/03/2020,3,Words of Wonders: Crossword to Connect Vocabulary,1885400,100000000.0,4.0,1.5,3.4,0.0,GAME WORD,0,1457939.0,204104.0,82766.0,37713.0,102876.0
396,01/30/2020,30,Angry Birds Classic,1470166,100000000.0,4.0,0.0,0.0,0.0,GAME ARCADE,0,1069403.0,194779.0,77716.0,36573.0,91693.0
397,01/30/2020,30,Animation Throwdown: The Collectible Card Game,532248,10000000.0,4.0,0.4,0.7,0.0,GAME ADVENTURE,0,371942.0,93262.0,27248.0,11087.0,28706.0
398,01/30/2020,30,CSR Classics,899964,10000000.0,4.0,0.0,0.1,0.0,GAME RACING,0,697561.0,102310.0,38678.0,12966.0,48447.0
399,01/30/2020,30,Casino Jackpot Slots - Infinity Slots™ 777 Game,367694,1000000.0,4.0,0.1,0.1,0.0,GAME CASINO,0,278174.0,55844.0,18491.0,4517.0,10665.0
400,01/30/2020,30,Color Mania Quiz - Guess the logo game,163390,1000000.0,4.0,0.0,0.0,0.0,GAME TRIVIA,0,137315.0,9324.0,6925.0,2488.0,7335.0
401,01/30/2020,30,Cooking Diary®: Tasty Restaurant & Cafe Game,945807,10000000.0,4.0,1.6,3.7,0.0,GAME SIMULATION,0,716734.0,128526.0,45012.0,17630.0,37902.0
402,01/30/2020,30,Governor of Poker 2 - OFFLINE POKER GAME,290160,5000000.0,4.0,0.1,0.3,0.0,GAME CARD,0,181785.0,42321.0,20426.0,10233.0,35392.0
403,01/30/2020,30,Hop Ball 3D: Dancing Ball on the Music Tiles,164622,50000000.0,4.0,1.5,3.3,0.0,GAME MUSIC,0,104696.0,17994.0,10039.0,7088.0,24803.0
404,01/30/2020,30,Injustice: Gods Among Us,2540439,10000000.0,4.0,0.1,0.2,0.0,GAME ACTION,0,1879504.0,251048.0,115871.0,60732.0,233281.0
405,01/30/2020,30,King of Avalon: Dominion,929429,50000000.0,4.0,2.5,6.0,0.0,GAME STRATEGY,0,613067.0,155707.0,66444.0,21163.0,73046.0
406,01/30/2020,30,Mahjong City Tours: Free Mahjong Classic Game,335347,5000000.0,4.0,2.6,5.0,0.0,GAME BOARD,0,288443.0,26221.0,7586.0,3620.0,9475.0
407,01/30/2020,30,Mobile Legends: Adventure,644802,10000000.0,4.0,2.8,6.2,0.0,GAME ROLE PLAYING,0,513670.0,65317.0,20016.0,8845.0,36952.0
408,01/30/2020,30,PES CLUB MANAGER,1028795,10000000.0,4.0,0.3,0.8,0.0,GAME SPORTS,0,663622.0,128424.0,66081.0,35654.0,135011.0
409,01/30/2020,30,Pirate Kings™️,1432166,10000000.0,4.0,0.2,0.3,0.0,GAME CASUAL,0,1049465.0,142061.0,64707.0,33473.0,142459.0
410,01/30/2020,30,Supermarket: Shopping Games for Kids,132854,10000000.0,4.0,1.5,3.4,0.0,GAME EDUCATIONAL,0,95241.0,8553.0,5436.0,4416.0,19206.0
411,01/30/2020,30,Word Search,390612,50000000.0,4.0,0.1,0.1,0.0,GAME WORD,0,269949.5,88008.0,34844.0,9270.5,21003.0
412,01/30/2020,30,애니팡2,997666,10000000.0,3.0,0.0,0.0,0.0,GAME PUZZLE,0,515259.0,198338.0,117823.0,46204.0,120039.0
413,01/31/2020,31,BMX Boy,895239,100000000.0,4.0,0.2,0.3,0.0,GAME RACING,0,654777.0,72957.0,50728.0,25429.0,91346.0
414,01/31/2020,31,Beat Craft,161111,5000000.0,4.0,1.2,2.5,0.0,GAME MUSIC,0,117376.0,21217.0,8910.0,3356.0,10249.0
415,01/31/2020,31,Bingo Party - Free Classic Bingo Games Online,313765,5000000.0,4.0,0.7,1.3,0.0,GAME BOARD,0,247479.0,34766.0,16068.0,5498.0,9951.0
416,01/31/2020,31,Brothers in Arms® 3,1458849,10000000.0,4.0,0.2,0.3,0.0,GAME ARCADE,0,1012396.0,180762.0,89016.0,37984.0,138688.0
417,01/31/2020,31,Can You Escape,975608,10000000.0,4.0,0.0,0.0,0.0,GAME PUZZLE,0,611973.0,208216.0,82752.0,17876.0,54788.0
418,01/31/2020,31,Clean Road,931389,50000000.0,4.0,0.0,0.1,0.0,GAME SIMULATION,0,623758.0,97783.0,81972.0,36797.0,91077.0
419,01/31/2020,31,International Fashion Stylist - Dress Up Games,632926,10000000.0,4.0,2.4,5.1,0.0,GAME ROLE PLAYING,0,453861.0,77554.0,38017.0,16740.0,46752.0
420,01/31/2020,31,"Jawaker Trix, Tarneeb, Baloot, Hand & More",281352,10000000.0,4.0,5.3,11.6,0.0,GAME CARD,0,199329.0,10974.0,7664.0,4036.0,59346.0
421,01/31/2020,31,Jurassic World Alive,530520,10000000.0,4.0,0.9,1.8,0.0,GAME ADVENTURE,0,372553.0,68645.0,29737.0,14509.0,45074.0
422,01/31/2020,31,Little Panda's Chinese Recipes,129911,50000000.0,4.0,2.5,5.0,0.0,GAME EDUCATIONAL,0,98822.0,8155.0,5566.0,3684.0,13682.0
423,01/31/2020,31,MY LITTLE PONY: Magic Princess,1431962,50000000.0,4.0,0.2,0.3,0.0,GAME CASUAL,0,975697.0,146337.0,81939.0,48296.0,179690.0
424,01/31/2020,31,Shooting World - Gun Fire,1013587,50000000.0,4.0,0.5,0.9,0.0,GAME SPORTS,0,807463.0,105621.0,40973.0,16139.0,43389.0
425,01/31/2020,31,Swamp Attack,2472561,100000000.0,4.0,0.3,0.7,0.0,GAME ACTION,0,1841035.0,284687.0,138333.0,56785.0,151718.0
426,01/31/2020,31,TTS Lontong,157252,5000000.0,4.0,0.0,0.1,0.0,GAME TRIVIA,0,108158.0,19571.0,11615.0,4656.0,13250.0
427,01/31/2020,31,Wheel of Fortune: Free Play,390247,10000000.0,4.0,0.3,0.8,0.0,GAME WORD,0,294829.0,41379.0,21513.0,10462.0,22062.0
428,01/31/2020,31,aa,905021,50000000.0,4.0,0.0,0.0,0.0,GAME STRATEGY,0,608721.0,105113.0,66943.0,23677.0,100565.0
429,01/31/2020,31,my KONAMI Slots - Casino Games & Fun Slot Machines,351166,5000000.0,4.0,0.5,1.2,0.0,GAME CASINO,0,248240.0,47419.0,22591.0,9903.0,23011.0
430,01/04/2020,4,Boom Beach,6055738,50000000.0,4.0,0.1,0.2,0.0,GAME STRATEGY,0,4401189.0,803632.0,324777.0,122057.0,404080.0
431,01/04/2020,4,Brawl Stars,17971552,100000000.0,4.0,1.4,4.4,0.0,GAME ACTION,0,13018610.0,1552950.0,774012.0,406184.0,2219794.0
432,01/04/2020,4,Dr. Driving,6062304,100000000.0,4.0,0.5,1.0,0.0,GAME RACING,0,4307671.0,494396.0,337684.0,213487.0,709064.0
434,01/04/2020,4,Flight Pilot Simulator 3D Free,2651253,100000000.0,4.0,965.5,0.9,0.0,GAME ROLE PLAYING,0,1680842.0,413154.0,208205.0,85294.0,263756.0
435,01/04/2020,4,Hay Day,12098786,100000000.0,4.0,0.5,1.2,0.0,GAME CASUAL,0,9031154.0,1239752.0,599727.0,297910.0,930241.0
436,01/04/2020,4,Logo Quiz,1183690,50000000.0,4.0,0.0,0.0,0.0,GAME TRIVIA,0,782536.0,200566.0,91641.0,35146.0,73798.0
437,01/04/2020,4,Parchisi STAR Online,2131083,50000000.0,4.0,1.5,3.2,0.0,GAME BOARD,0,1587565.0,176498.0,89205.0,46088.0,231725.0
438,01/04/2020,4,Piano Free - Keyboard with Magic Tiles Music Games,1280824,100000000.0,4.0,0.3,0.6,0.0,GAME MUSIC,0,852807.0,110725.0,67194.0,36282.0,213813.0
439,01/04/2020,4,Plague Inc.,3519405,100000000.0,4.0,0.4,0.9,0.0,GAME SIMULATION,0,2613482.0,492087.0,188184.0,62933.0,162717.0
440,01/04/2020,4,Teen Patti by Octro - Real 3 Patti Game,1494419,50000000.0,4.0,0.3,0.5,0.0,GAME CASINO,0,1080443.0,110156.0,68549.0,41577.0,193691.0
441,01/04/2020,4,Toy Blast,2941258,50000000.0,4.0,0.5,1.3,0.0,GAME PUZZLE,0,2267242.0,373376.0,152797.0,45384.0,102457.0
442,01/04/2020,4,Words with Friends Classic: Word Puzzle Challenge,1722914,50000000.0,4.0,0.0,0.1,0.0,GAME WORD,0,971880.0,411449.0,149162.0,67898.0,122523.0
443,01/04/2020,4,World Series of Poker WSOP Texas Holdem Poker,1418398,50000000.0,4.0,0.8,1.6,0.0,GAME CARD,0,980671.0,195988.0,81079.0,37547.0,123112.0
444,01/04/2020,4,Zombie Tsunami,5903477,100000000.0,4.0,0.4,0.8,0.0,GAME ARCADE,0,4295577.0,615956.0,339838.0,159034.0,493070.0
445,01/04/2020,4,eFootball PES 2021,6633030,50000000.0,4.0,3.3,7.4,0.0,GAME SPORTS,0,4847463.0,639852.0,315999.0,158995.0,670718.0
446,01/04/2020,4,知識王,571355,1000000.0,4.0,0.0,0.0,0.0,GAME EDUCATIONAL,0,395665.0,71737.0,37756.0,15358.0,50837.0
447,01/04/2020,4,쿠키런 for Kakao,2544322,10000000.0,4.0,0.0,0.0,0.0,GAME ADVENTURE,0,1722222.0,323198.0,198160.0,74312.0,226427.0
448,01/05/2020,5,4 Fotos 1 Palabra,1227499,50000000.0,4.0,0.4,1.0,0.0,GAME WORD,0,874832.0,188710.0,81957.0,24555.0,57442.0
449,01/05/2020,5,Angry Birds Epic RPG,2650536,10000000.0,4.0,310.2,0.0,0.0,GAME ROLE PLAYING,0,2095096.0,255252.0,104890.0,41878.0,153418.0
450,01/05/2020,5,Animal Jam,519854,10000000.0,4.0,0.4,0.8,0.0,GAME EDUCATIONAL,0,330550.0,67983.0,37226.0,19708.0,64384.0
451,01/05/2020,5,Bubble Witch 3 Saga,2514879,50000000.0,4.0,0.4,0.8,0.0,GAME PUZZLE,0,1916271.0,353214.0,112067.0,37981.0,95344.0
452,01/05/2020,5,Coin Dozer: Sweepstakes,1485440,50000000.0,4.0,0.3,0.6,0.0,GAME CASINO,0,1102560.0,158208.0,85517.0,34400.0,104752.0
453,01/05/2020,5,Dancing Road: Color Ball Run!,665818,100000000.0,4.0,2.0,4.5,0.0,GAME MUSIC,0,437466.0,65470.0,44575.0,27672.0,90633.0
454,01/05/2020,5,Fallout Shelter,3420152,10000000.0,4.0,0.3,0.5,0.0,GAME SIMULATION,0,2526660.0,558262.0,157102.0,54319.0,123807.0
455,01/05/2020,5,Harry Potter: Hogwarts Mystery,2258595,50000000.0,4.0,1.5,3.3,0.0,GAME ADVENTURE,0,1659776.0,310670.0,122549.0,48906.0,116692.0
456,01/05/2020,5,Live Hold’em Pro Poker - Free Casino Games,1120832,10000000.0,4.0,0.0,0.1,0.0,GAME CARD,0,703247.0,191160.0,84161.0,35024.0,107238.0
457,01/05/2020,5,Need for Speed™ No Limits,4507290,100000000.0,4.0,0.6,1.2,0.0,GAME RACING,0,2976966.0,514643.0,268717.0,148109.0,598854.0
458,01/05/2020,5,Plants vs. Zombies FREE,5164307,100000000.0,4.0,0.6,1.2,0.0,GAME STRATEGY,0,3744157.0,524307.0,276843.0,139857.0,479140.0
459,01/05/2020,5,Pou,11506051,500000000.0,4.0,0.2,0.5,0.0,GAME CASUAL,0,8175679.0,1051014.0,688712.0,346244.0,1244400.0
460,01/05/2020,5,Sniper 3D: Fun Free Online FPS Shooting Game,14464235,500000000.0,4.0,0.8,1.5,0.0,GAME ACTION,0,9827328.0,2124154.0,1047741.0,380670.0,1084340.0
461,01/05/2020,5,Sonic Dash - Endless Running & Racing Game,5402149,100000000.0,4.0,0.7,1.5,0.0,GAME ARCADE,0,4290826.0,539449.0,214946.0,88100.0,268825.0
462,01/05/2020,5,Top Eleven 2021: Be a Soccer Manager,4721659,100000000.0,4.0,1.5,3.2,0.0,GAME SPORTS,0,3588283.0,753250.0,202057.0,60167.0,117899.0
463,01/05/2020,5,Who is? Brain Teaser & Tricky Riddles,1098826,10000000.0,4.0,4.8,12.0,0.0,GAME TRIVIA,0,849618.0,127466.0,39973.0,19883.0,61883.0
464,01/05/2020,5,모두의마블,1590460,10000000.0,3.0,0.0,0.0,0.0,GAME BOARD,0,664388.0,137875.0,140391.0,88652.0,559151.0
465,01/06/2020,6,4 Pics 1 Word,1179329,50000000.0,4.0,0.3,0.6,0.0,GAME WORD,0,827203.0,212916.0,72158.0,20014.0,47036.0
466,01/06/2020,6,Brain Test 2: Tricky Stories,837271,10000000.0,4.0,4.9,9.3,0.0,GAME TRIVIA,0,657949.0,100330.0,27744.0,11337.0,39908.0
467,01/06/2020,6,CSR Racing 2 – Free Car Racing Game,4476329,10000000.0,4.0,0.5,0.9,0.0,GAME RACING,0,3458236.0,578619.0,178927.0,70721.0,189823.0
468,01/06/2020,6,Call of Duty®: Mobile - Season 4: Spurned & Burned,13572148,100000000.0,4.0,2.0,4.0,0.0,GAME ACTION,0,10501443.0,1274162.0,517273.0,268489.0,1010778.0
469,01/06/2020,6,Carrom Pool: Disc Game,3181731,100000000.0,4.0,7.4,11.5,0.0,GAME SPORTS,0,2157840.0,364339.0,220366.0,106843.0,332341.0
470,01/06/2020,6,Castle Clash: Guild Royale,5013543,100000000.0,4.0,0.4,0.7,0.0,GAME STRATEGY,0,3490753.0,444434.0,253620.0,123462.0,701271.0
471,01/06/2020,6,Chess,1578022,100000000.0,4.0,1.9,4.0,0.0,GAME BOARD,0,1097787.0,214381.0,99477.0,41236.0,125138.0
472,01/06/2020,6,Cut the Rope 2,2301209,100000000.0,4.0,0.1,0.2,0.0,GAME PUZZLE,0,1810251.0,255614.0,102894.0,33835.0,98612.0
473,01/06/2020,6,Dragon Mania Legends,2763325,50000000.0,4.0,1208.1,1.3,0.0,GAME SIMULATION,0,2087931.0,284544.0,127895.0,62539.0,200412.0
474,01/06/2020,6,Dream Piano - Music Game,664703,50000000.0,4.0,0.4,0.7,0.0,GAME MUSIC,0,487709.0,65614.0,36484.0,18292.0,56602.0
475,01/06/2020,6,Eternium,2374967,10000000.0,4.0,0.5,1.1,0.0,GAME ROLE PLAYING,0,2064105.0,201653.0,57358.0,16101.0,35746.0
476,01/06/2020,6,Fruit Ninja®,5367599,100000000.0,4.0,0.2,0.4,0.0,GAME ARCADE,0,3745457.0,583916.0,354239.0,150993.0,532992.0
477,01/06/2020,6,Gardenscapes,10721875,100000000.0,4.0,0.6,1.5,0.0,GAME CASUAL,0,7566483.0,1406080.0,591119.0,264105.0,894086.0
478,01/06/2020,6,House of Fun: Play Casino Slots,1418336,10000000.0,4.0,0.9,1.6,0.0,GAME CASINO,0,1065696.0,180009.0,82885.0,28435.0,61309.0
479,01/06/2020,6,Kiloblocks Lite,2078458,100000000.0,3.0,0.0,0.0,0.0,GAME ADVENTURE,0,1166370.0,247385.0,221072.0,104655.0,338974.0
480,01/06/2020,6,My Town: Home Doll house - Family Playhouse,469665,10000000.0,4.0,3.7,7.9,0.0,GAME EDUCATIONAL,0,338284.0,37308.0,23232.0,16939.0,53900.0
481,01/06/2020,6,Pyramid Solitaire Saga,1069313,10000000.0,4.0,0.1,0.3,0.0,GAME CARD,0,791561.0,173283.0,54038.0,15776.0,34652.0
482,01/07/2020,7,Among Us,11936964,100000000.0,3.0,1.8,5.6,0.0,GAME ACTION,0,5954262.0,1041297.0,853099.0,719378.0,3368926.0
483,01/07/2020,7,Angry Birds Go!,3870456,100000000.0,4.0,476.9,0.0,0.0,GAME RACING,0,2753918.0,362720.0,224963.0,101659.0,427194.0
484,01/07/2020,7,Dream League Soccer 2021,3161007,50000000.0,4.0,8.3,19.5,0.0,GAME SPORTS,0,2235530.0,376586.0,198148.0,88356.0,262385.0
485,01/07/2020,7,Free Trivia Game. Questions & Answers. QuizzLand.,688137,10000000.0,4.0,2.7,6.3,0.0,GAME TRIVIA,0,599123.0,45187.0,15423.0,7552.0,20849.0
486,01/07/2020,7,Grow Empire: Rome,3687571,10000000.0,4.0,0.6,1.2,0.0,GAME STRATEGY,0,2764963.0,535971.0,217151.0,53862.0,115622.0
487,01/07/2020,7,Jetpack Joyride,4919742,100000000.0,4.0,0.1,0.2,0.0,GAME ARCADE,0,3676322.0,567777.0,271954.0,94004.0,309682.0
488,01/07/2020,7,Mini World: Block Art,2016845,50000000.0,4.0,15364.2,5.2,0.0,GAME ADVENTURE,0,1423448.0,161233.0,90975.0,57560.0,283626.0
489,01/07/2020,7,Minion Rush: Despicable Me Official Game,10659387,100000000.0,4.0,0.0,0.1,0.0,GAME CASUAL,0,7884729.0,1105063.0,542317.0,236861.0,890414.0
490,01/07/2020,7,Paint By Number - Coloring Book & Color by Number,1283404,100000000.0,4.0,528.5,5.2,0.0,GAME BOARD,0,995139.0,130393.0,56747.0,27061.0,74062.0
491,01/07/2020,7,Rock Hero,640085,50000000.0,4.0,0.0,0.1,0.0,GAME MUSIC,0,416639.0,83385.0,63908.0,16319.0,59831.0
492,01/07/2020,7,Scatter Slots - Las Vegas Casino Game 777 Online,1259099,10000000.0,4.0,0.9,1.9,0.0,GAME CASINO,0,933699.0,202401.0,78707.0,14826.0,29463.0
493,01/07/2020,7,Skillz - Logic Brain Games,440099,10000000.0,4.0,0.3,0.6,0.0,GAME EDUCATIONAL,0,284760.0,81030.0,28581.0,12818.0,32907.0
494,01/07/2020,7,Star Wars™: Galaxy of Heroes,1710440,50000000.0,4.0,0.3,0.6,0.0,GAME ROLE PLAYING,0,1087749.0,274134.0,110300.0,55130.0,183125.0
495,01/07/2020,7,The Tribez: Build a Village,2233572,10000000.0,4.0,0.2,0.4,0.0,GAME SIMULATION,0,1444449.0,444807.0,212428.0,52454.0,79432.0
496,01/07/2020,7,UNO!™,926432,50000000.0,4.0,3.6,6.9,0.0,GAME CARD,0,679554.0,83354.0,43036.0,22743.0,97743.0
497,01/07/2020,7,Where's My Water? 2,2151126,100000000.0,4.0,0.2,0.5,0.0,GAME PUZZLE,0,1461033.0,221781.0,145555.0,76086.0,246668.0
498,01/07/2020,7,Word Connect,989128,10000000.0,4.0,1.4,3.1,0.0,GAME WORD,0,822940.0,98085.0,27173.0,10857.0,30072.0
499,01/08/2020,8,BADLAND,1585186,10000000.0,4.0,0.1,0.2,0.0,GAME ADVENTURE,0,1211041.0,177267.0,74388.0,29809.0,92678.0
500,01/08/2020,8,Bus Simulator Indonesia,1917203,50000000.0,4.0,2.6,5.6,0.0,GAME SIMULATION,0,1469488.0,149675.0,82882.0,47743.0,167413.0
501,01/08/2020,8,EA SPORTS UFC®,2999325,50000000.0,4.0,0.2,0.5,0.0,GAME SPORTS,0,2136445.0,388689.0,166512.0,69482.0,238194.0
502,01/08/2020,8,Empires & Puzzles: Epic Match 3,2107067,50000000.0,4.0,0.7,1.5,0.0,GAME PUZZLE,0,1424833.0,234631.0,132332.0,75143.0,240126.0
503,01/08/2020,8,Extreme Car Driving Simulator,3612756,100000000.0,4.0,1.7,3.7,0.0,GAME RACING,0,2691153.0,285485.0,166427.0,102619.0,367068.0
504,01/08/2020,8,Homescapes,10159890,100000000.0,4.0,0.8,2.1,0.0,GAME CASUAL,0,7089644.0,1367797.0,604525.0,262575.0,835347.0
505,01/08/2020,8,Lucky Day - Win Real Rewards,1006982,10000000.0,3.0,0.2,0.5,0.0,GAME CASINO,0,649353.0,60917.0,44026.0,37669.0,215015.0
